part_id,part_name,category,subcategory,brand,compatible_make,compatible_model,compatible_year_start,compatible_year_end,price_usd,stock_quantity,weight_lbs,material,warranty_months,description
P00243,Delphi Steering Wheel Cover,Interior,Steering Wheel Cover,Delphi,BMW,X5,2016,2018,458.74,207,24.3,Composite,60,"Premium Delphi steering wheel cover engineered for BMW X5 models, offering reliable performance and a direct OEM fit."
P00244,Timken Engine Mount,Engine,Engine Mount,Timken,Subaru,Impreza,2010,2016,370.01,165,30.6,Steel,24,"Heavy-duty engine mount from Timken, compatible with Subaru Impreza; tested to meet or exceed OEM specifications."
P00245,Bosch Clutch Kit,Transmission,Clutch Kit,Bosch,Honda,CR-V,2011,2017,366.66,176,26.0,Semi-Metallic,24,"Heavy-duty clutch kit from Bosch, compatible with Honda CR-V; tested to meet or exceed OEM specifications."
P00246,Timken Torque Converter,Transmission,Torque Converter,Timken,Mercedes-Benz,A-Class,2010,2014,318.45,75,18.9,Steel,0,"Premium Timken torque converter engineered for Mercedes-Benz A-Class models, offering reliable performance and a direct OEM fit."
P00247,NGK Lug Nuts,Wheels & Tires,Lug Nuts,NGK,Nissan,Rogue,2015,2018,318.55,121,4.7,Semi-Metallic,60,This NGK lug nuts restores factory performance on Nissan Rogue vehicles and installs with standard tools.
P00248,Duralast Muffler,Exhaust,Muffler,Duralast,Toyota,Sienna,2019,2021,553.31,165,5.2,Steel,6,"Duralast muffler designed as a direct replacement for Toyota Sienna, built with Steel for extended durability."
P00249,Delphi Side Mirror,Body,Side Mirror,Delphi,Ford,Explorer,2016,2021,157.61,103,28.5,Copper,6,This Delphi side mirror restores factory performance on Ford Explorer vehicles and installs with standard tools.
P00250,Anco Clutch Kit,Transmission,Clutch Kit,Anco,Mercedes-Benz,E-Class,2015,2021,258.23,180,9.9,Plastic (ABS),12,"Premium Anco clutch kit engineered for Mercedes-Benz E-Class models, offering reliable performance and a direct OEM fit."
P00251,Delphi Floor Mats,Interior,Floor Mats,Delphi,Ford,Explorer,2013,2016,82.04,171,38.9,Copper,36,"Heavy-duty floor mats from Delphi, compatible with Ford Explorer; tested to meet or exceed OEM specifications."
P00252,Valeo Steering Wheel Cover,Interior,Steering Wheel Cover,Valeo,Kia,Soul,2009,2013,550.97,158,8.0,Composite,60,"Heavy-duty steering wheel cover from Valeo, compatible with Kia Soul; tested to meet or exceed OEM specifications."
P00253,Denso Cabin Air Filter,Interior,Cabin Air Filter,Denso,Subaru,Forester,2013,2015,204.74,46,17.0,Ceramic,6,"Ceramic-constructed cabin air filter by Denso, a popular upgrade choice for Subaru Forester owners seeking improved reliability."
P00254,Valeo Torque Converter,Transmission,Torque Converter,Valeo,Ford,Mustang,2014,2019,320.95,137,31.3,Cast Iron,60,"Valeo torque converter designed as a direct replacement for Ford Mustang, built with Cast Iron for extended durability."
P00255,Centric Side Mirror,Body,Side Mirror,Centric,Nissan,Sentra,2010,2014,406.03,221,16.3,Copper,0,This Centric side mirror restores factory performance on Nissan Sentra vehicles and installs with standard tools.
P00256,Mahle Strut Assembly,Suspension,Strut Assembly,Mahle,BMW,1 Series,2018,2023,447.88,106,32.0,Plastic (ABS),24,This Mahle strut assembly restores factory performance on BMW 1 Series vehicles and installs with standard tools.
P00257,Continental Shock Absorber,Suspension,Shock Absorber,Continental,Toyota,Sienna,2020,2023,29.95,57,24.3,Rubber,6,This Continental shock absorber restores factory performance on Toyota Sienna vehicles and installs with standard tools.
P00258,Delphi Steering Wheel Cover,Interior,Steering Wheel Cover,Delphi,BMW,3 Series,2017,2019,505.84,210,44.6,Rubber,36,"Premium Delphi steering wheel cover engineered for BMW 3 Series models, offering reliable performance and a direct OEM fit."
P00259,Delphi Hub Assembly,Wheels & Tires,Hub Assembly,Delphi,Chevrolet,Tahoe,2009,2012,569.74,8,20.4,Rubber,12,"Premium Delphi hub assembly engineered for Chevrolet Tahoe models, offering reliable performance and a direct OEM fit."
P00260,Gates Headlight Assembly,Lighting,Headlight Assembly,Gates,Chevrolet,Traverse,2019,2025,560.92,156,28.6,Composite,6,"Composite-constructed headlight assembly by Gates, a popular upgrade choice for Chevrolet Traverse owners seeking improved reliability."
P00261,KYB Strut Assembly,Suspension,Strut Assembly,KYB,Dodge,Charger,2017,2021,189.17,137,7.8,Semi-Metallic,60,"Heavy-duty strut assembly from KYB, compatible with Dodge Charger; tested to meet or exceed OEM specifications."
P00262,Dorman Radiator Hose,Cooling,Radiator Hose,Dorman,GMC,Sierra,2010,2015,645.17,221,29.6,Steel,60,"Dorman radiator hose designed as a direct replacement for GMC Sierra, built with Steel for extended durability."
P00263,Mevotech Starter Motor,Electrical,Starter Motor,Mevotech,Hyundai,Sonata,2020,2025,100.12,161,12.3,Copper,24,This Mevotech starter motor restores factory performance on Hyundai Sonata vehicles and installs with standard tools.
P00264,SKF Headlight Assembly,Lighting,Headlight Assembly,SKF,Dodge,Charger,2014,2020,454.3,224,16.8,Rubber,24,"Heavy-duty headlight assembly from SKF, compatible with Dodge Charger; tested to meet or exceed OEM specifications."
P00265,Anco Floor Mats,Interior,Floor Mats,Anco,Honda,Fit,2015,2019,519.02,101,10.0,Aluminum,24,"Anco floor mats designed as a direct replacement for Honda Fit, built with Aluminum for extended durability."
P00266,Bendix Fog Light,Lighting,Fog Light,Bendix,GMC,Acadia,2013,2019,92.7,218,22.0,Carbon Fiber Blend,12,"Premium Bendix fog light engineered for GMC Acadia models, offering reliable performance and a direct OEM fit."
P00267,SKF Brake Pads,Brakes,Brake Pads,SKF,Dodge,Journey,2008,2010,291.85,0,44.6,Cast Iron,24,"SKF brake pads designed as a direct replacement for Dodge Journey, built with Cast Iron for extended durability."
P00268,SKF Lug Nuts,Wheels & Tires,Lug Nuts,SKF,Nissan,Sentra,2021,2025,428.58,64,4.0,Aluminum,60,"SKF lug nuts designed as a direct replacement for Nissan Sentra, built with Aluminum for extended durability."
P00269,SKF Brake Lines,Brakes,Brake Lines,SKF,Nissan,Maxima,2019,2022,429.16,180,4.6,Plastic (ABS),6,This SKF brake lines restores factory performance on Nissan Maxima vehicles and installs with standard tools.
P00270,Continental Serpentine Belt,Engine,Serpentine Belt,Continental,Chevrolet,Cruze,2018,2023,14.16,87,36.8,Steel,24,"Continental serpentine belt designed as a direct replacement for Chevrolet Cruze, built with Steel for extended durability."
P00271,Gates Headlight Assembly,Lighting,Headlight Assembly,Gates,Kia,Optima,2019,2021,209.85,225,13.7,Aluminum,24,"Gates headlight assembly designed as a direct replacement for Kia Optima, built with Aluminum for extended durability."
P00272,Denso Brake Fluid,Filters & Fluids,Brake Fluid,Denso,BMW,1 Series,2008,2014,291.09,184,9.8,Cast Iron,60,"Denso brake fluid designed as a direct replacement for BMW 1 Series, built with Cast Iron for extended durability."
P00273,Timken Shift Solenoid,Transmission,Shift Solenoid,Timken,Volkswagen,Passat,2009,2011,491.31,150,32.9,Cast Iron,12,This Timken shift solenoid restores factory performance on Volkswagen Passat vehicles and installs with standard tools.
P00274,Gates Catalytic Converter,Exhaust,Catalytic Converter,Gates,Nissan,Maxima,2009,2012,394.23,184,27.5,Semi-Metallic,60,"Premium Gates catalytic converter engineered for Nissan Maxima models, offering reliable performance and a direct OEM fit."
P00275,KYB Power Steering Fluid,Filters & Fluids,Power Steering Fluid,KYB,BMW,1 Series,2016,2019,198.43,13,35.3,Plastic (ABS),6,This KYB power steering fluid restores factory performance on BMW 1 Series vehicles and installs with standard tools.
P00276,Gates Clutch Kit,Transmission,Clutch Kit,Gates,Volkswagen,Atlas,2009,2015,641.58,239,14.4,Steel,24,"Steel-constructed clutch kit by Gates, a popular upgrade choice for Volkswagen Atlas owners seeking improved reliability."
P00277,Delphi CV Axle,Transmission,CV Axle,Delphi,Subaru,Forester,2020,2025,19.69,17,0.9,Aluminum,6,"Premium Delphi cv axle engineered for Subaru Forester models, offering reliable performance and a direct OEM fit."
P00278,Wagner Brake Lines,Brakes,Brake Lines,Wagner,Nissan,Maxima,2019,2025,280.5,102,4.0,Plastic (ABS),36,"Plastic (ABS)-constructed brake lines by Wagner, a popular upgrade choice for Nissan Maxima owners seeking improved reliability."
P00279,Dorman Seat Cover,Interior,Seat Cover,Dorman,Honda,CR-V,2009,2015,633.52,39,24.3,Ceramic,24,"Ceramic-constructed seat cover by Dorman, a popular upgrade choice for Honda CR-V owners seeking improved reliability."
P00280,Duralast Transmission Fluid,Filters & Fluids,Transmission Fluid,Duralast,Jeep,Compass,2019,2022,165.7,236,19.7,Steel,24,"Steel-constructed transmission fluid by Duralast, a popular upgrade choice for Jeep Compass owners seeking improved reliability."
P00281,Duralast Floor Mats,Interior,Floor Mats,Duralast,Subaru,Forester,2009,2011,458.65,41,22.5,Cast Iron,12,"Cast Iron-constructed floor mats by Duralast, a popular upgrade choice for Subaru Forester owners seeking improved reliability."
P00282,Dorman Grille,Body,Grille,Dorman,Ford,Explorer,2010,2014,503.48,7,15.3,Aluminum,24,"Heavy-duty grille from Dorman, compatible with Ford Explorer; tested to meet or exceed OEM specifications."
P00283,Dorman Bumper Cover,Body,Bumper Cover,Dorman,Jeep,Renegade,2018,2020,300.77,92,2.8,Copper,36,"Dorman bumper cover designed as a direct replacement for Jeep Renegade, built with Copper for extended durability."
P00284,Dorman Catalytic Converter,Exhaust,Catalytic Converter,Dorman,Dodge,Charger,2022,2026,155.4,130,0.4,Aluminum,0,"Dorman catalytic converter designed as a direct replacement for Dodge Charger, built with Aluminum for extended durability."
P00285,NGK Brake Lines,Brakes,Brake Lines,NGK,Kia,Forte,2010,2012,523.79,182,33.4,Semi-Metallic,24,"NGK brake lines designed as a direct replacement for Kia Forte, built with Semi-Metallic for extended durability."
P00286,Febi Catalytic Converter,Exhaust,Catalytic Converter,Febi,Mazda,CX-5,2012,2014,247.96,128,30.4,Carbon Fiber Blend,0,"Febi catalytic converter designed as a direct replacement for Mazda CX-5, built with Carbon Fiber Blend for extended durability."
P00287,ACDelco Voltage Regulator,Electrical,Voltage Regulator,ACDelco,Kia,Optima,2022,2026,504.82,79,14.9,Rubber,36,This ACDelco voltage regulator restores factory performance on Kia Optima vehicles and installs with standard tools.
P00288,KYB Brake Calipers,Brakes,Brake Calipers,KYB,Nissan,Frontier,2020,2024,164.49,94,26.7,Carbon Fiber Blend,24,"KYB brake calipers designed as a direct replacement for Nissan Frontier, built with Carbon Fiber Blend for extended durability."
P00289,Gates TPMS Sensor,Wheels & Tires,TPMS Sensor,Gates,Ford,F-150,2022,2026,158.34,88,28.7,Steel,60,"Premium Gates tpms sensor engineered for Ford F-150 models, offering reliable performance and a direct OEM fit."
P00290,Timken Muffler,Exhaust,Muffler,Timken,Kia,Rio,2019,2023,140.52,60,19.1,Aluminum,0,"Timken muffler designed as a direct replacement for Kia Rio, built with Aluminum for extended durability."
P00291,Denso Wheel Bearing Kit,Wheels & Tires,Wheel Bearing Kit,Denso,Toyota,Corolla,2022,2026,458.23,95,20.8,Plastic (ABS),60,"Premium Denso wheel bearing kit engineered for Toyota Corolla models, offering reliable performance and a direct OEM fit."
P00292,Wagner Floor Mats,Interior,Floor Mats,Wagner,Ford,Fusion,2021,2026,388.4,15,19.7,Aluminum,6,"Wagner floor mats designed as a direct replacement for Ford Fusion, built with Aluminum for extended durability."
P00293,Bendix Thermostat,Cooling,Thermostat,Bendix,Mazda,CX-9,2019,2023,299.21,59,3.6,Composite,6,"Bendix thermostat designed as a direct replacement for Mazda CX-9, built with Composite for extended durability."
P00294,Moog Floor Mats,Interior,Floor Mats,Moog,Honda,Accord,2015,2020,269.56,137,16.3,Composite,6,This Moog floor mats restores factory performance on Honda Accord vehicles and installs with standard tools.
P00295,Dorman Cooling Fan,Cooling,Cooling Fan,Dorman,GMC,Sierra,2009,2012,538.7,178,27.3,Rubber,6,"Heavy-duty cooling fan from Dorman, compatible with GMC Sierra; tested to meet or exceed OEM specifications."
P00296,Mevotech Shock Absorber,Suspension,Shock Absorber,Mevotech,Chevrolet,Equinox,2014,2020,443.06,66,37.0,Steel,6,"Premium Mevotech shock absorber engineered for Chevrolet Equinox models, offering reliable performance and a direct OEM fit."
P00297,Delphi Torque Converter,Transmission,Torque Converter,Delphi,Jeep,Renegade,2011,2013,74.31,203,6.5,Copper,0,"Premium Delphi torque converter engineered for Jeep Renegade models, offering reliable performance and a direct OEM fit."
P00298,KYB Starter Motor,Electrical,Starter Motor,KYB,GMC,Yukon,2013,2015,384.69,234,36.6,Carbon Fiber Blend,0,"Premium KYB starter motor engineered for GMC Yukon models, offering reliable performance and a direct OEM fit."
P00299,TRQ Wiring Harness,Electrical,Wiring Harness,TRQ,Dodge,Challenger,2009,2013,36.36,118,2.6,Aluminum,36,This TRQ wiring harness restores factory performance on Dodge Challenger vehicles and installs with standard tools.
P00300,Centric Hub Assembly,Wheels & Tires,Hub Assembly,Centric,Toyota,Highlander,2018,2023,235.87,232,8.7,Cast Iron,12,This Centric hub assembly restores factory performance on Toyota Highlander vehicles and installs with standard tools.
P00301,Valeo Shock Absorber,Suspension,Shock Absorber,Valeo,Mercedes-Benz,A-Class,2011,2015,273.08,140,21.7,Copper,0,"Heavy-duty shock absorber from Valeo, compatible with Mercedes-Benz A-Class; tested to meet or exceed OEM specifications."
P00302,Febi Transmission Filter,Transmission,Transmission Filter,Febi,Chevrolet,Impala,2022,2026,413.3,205,24.6,Ceramic,0,This Febi transmission filter restores factory performance on Chevrolet Impala vehicles and installs with standard tools.
P00303,Centric Wheel Bearing Kit,Wheels & Tires,Wheel Bearing Kit,Centric,BMW,X5,2013,2019,215.14,69,8.3,Semi-Metallic,12,"Semi-Metallic-constructed wheel bearing kit by Centric, a popular upgrade choice for BMW X5 owners seeking improved reliability."
P00304,Dorman Alternator,Electrical,Alternator,Dorman,Toyota,Sienna,2015,2021,500.54,59,43.8,Composite,0,"Dorman alternator designed as a direct replacement for Toyota Sienna, built with Composite for extended durability."
P00305,Dorman Brake Fluid,Filters & Fluids,Brake Fluid,Dorman,BMW,3 Series,2020,2023,551.6,204,17.7,Carbon Fiber Blend,6,"Dorman brake fluid designed as a direct replacement for BMW 3 Series, built with Carbon Fiber Blend for extended durability."
P00306,Bendix Voltage Regulator,Electrical,Voltage Regulator,Bendix,Dodge,Durango,2022,2026,459.9,90,42.7,Steel,36,"Bendix voltage regulator designed as a direct replacement for Dodge Durango, built with Steel for extended durability."
P00307,Centric Seat Cover,Interior,Seat Cover,Centric,BMW,X3,2010,2015,66.84,59,27.2,Steel,0,"Steel-constructed seat cover by Centric, a popular upgrade choice for BMW X3 owners seeking improved reliability."
P00308,Bendix Headlight Assembly,Lighting,Headlight Assembly,Bendix,Mazda,Mazda6,2020,2023,468.55,235,36.2,Composite,12,"Premium Bendix headlight assembly engineered for Mazda Mazda6 models, offering reliable performance and a direct OEM fit."
P00309,Continental Brake Rotors,Brakes,Brake Rotors,Continental,Jeep,Grand Cherokee,2020,2022,560.68,245,3.5,Semi-Metallic,60,This Continental brake rotors restores factory performance on Jeep Grand Cherokee vehicles and installs with standard tools.
P00310,Bendix Floor Mats,Interior,Floor Mats,Bendix,Nissan,Rogue,2010,2013,516.56,245,22.1,Plastic (ABS),12,"Bendix floor mats designed as a direct replacement for Nissan Rogue, built with Plastic (ABS) for extended durability."
P00311,Mevotech TPMS Sensor,Wheels & Tires,TPMS Sensor,Mevotech,Mazda,CX-5,2011,2017,251.53,187,31.1,Cast Iron,6,"Mevotech tpms sensor designed as a direct replacement for Mazda CX-5, built with Cast Iron for extended durability."
P00312,Mevotech Wheel Rim,Wheels & Tires,Wheel Rim,Mevotech,Mercedes-Benz,GLE,2021,2026,125.7,81,41.5,Steel,36,"Mevotech wheel rim designed as a direct replacement for Mercedes-Benz GLE, built with Steel for extended durability."
P00313,Motorcraft Motor Oil,Filters & Fluids,Motor Oil,Motorcraft,Mazda,CX-9,2010,2014,161.55,81,7.8,Aluminum,0,"Heavy-duty motor oil from Motorcraft, compatible with Mazda CX-9; tested to meet or exceed OEM specifications."
P00314,Dorman Headlight Assembly,Lighting,Headlight Assembly,Dorman,Chevrolet,Malibu,2019,2021,173.51,27,32.5,Composite,0,This Dorman headlight assembly restores factory performance on Chevrolet Malibu vehicles and installs with standard tools.
P00315,Monroe Turn Signal Lamp,Lighting,Turn Signal Lamp,Monroe,Mazda,CX-9,2015,2020,358.99,25,37.3,Composite,36,"Monroe turn signal lamp designed as a direct replacement for Mazda CX-9, built with Composite for extended durability."
P00316,Denso Sway Bar Link,Suspension,Sway Bar Link,Denso,Dodge,Charger,2012,2014,176.37,26,3.6,Composite,6,This Denso sway bar link restores factory performance on Dodge Charger vehicles and installs with standard tools.
P00317,Denso Ball Joint,Suspension,Ball Joint,Denso,BMW,3 Series,2013,2019,581.55,180,1.7,Carbon Fiber Blend,60,"Denso ball joint designed as a direct replacement for BMW 3 Series, built with Carbon Fiber Blend for extended durability."
P00318,Monroe Steering Wheel Cover,Interior,Steering Wheel Cover,Monroe,Toyota,Camry,2013,2016,271.34,141,32.6,Ceramic,60,"Ceramic-constructed steering wheel cover by Monroe, a popular upgrade choice for Toyota Camry owners seeking improved reliability."
P00319,Duralast Thermostat,Cooling,Thermostat,Duralast,Chevrolet,Silverado,2008,2013,361.32,125,7.2,Carbon Fiber Blend,12,"Premium Duralast thermostat engineered for Chevrolet Silverado models, offering reliable performance and a direct OEM fit."
P00320,Duralast Clutch Kit,Transmission,Clutch Kit,Duralast,GMC,Yukon,2011,2013,141.65,163,13.3,Steel,0,This Duralast clutch kit restores factory performance on GMC Yukon vehicles and installs with standard tools.
P00321,Mahle Oil Filter,Engine,Oil Filter,Mahle,Volkswagen,Golf,2022,2026,420.43,99,8.6,Aluminum,24,"Heavy-duty oil filter from Mahle, compatible with Volkswagen Golf; tested to meet or exceed OEM specifications."
P00322,ACDelco Sway Bar Link,Suspension,Sway Bar Link,ACDelco,Nissan,Pathfinder,2015,2019,545.56,144,3.1,Ceramic,60,"Premium ACDelco sway bar link engineered for Nissan Pathfinder models, offering reliable performance and a direct OEM fit."
P00323,Delphi Air Filter,Engine,Air Filter,Delphi,Kia,Soul,2011,2017,547.94,209,23.7,Steel,36,This Delphi air filter restores factory performance on Kia Soul vehicles and installs with standard tools.
P00324,Centric Seat Cover,Interior,Seat Cover,Centric,Nissan,Altima,2014,2016,375.14,132,36.1,Semi-Metallic,60,"Semi-Metallic-constructed seat cover by Centric, a popular upgrade choice for Nissan Altima owners seeking improved reliability."
P00325,TRQ Shock Absorber,Suspension,Shock Absorber,TRQ,Ford,Escape,2011,2014,36.35,20,44.5,Cast Iron,24,"TRQ shock absorber designed as a direct replacement for Ford Escape, built with Cast Iron for extended durability."
P00326,Valeo Brake Fluid,Filters & Fluids,Brake Fluid,Valeo,Nissan,Rogue,2022,2024,257.76,101,25.0,Aluminum,12,"Aluminum-constructed brake fluid by Valeo, a popular upgrade choice for Nissan Rogue owners seeking improved reliability."
P00327,Mevotech Headlight Assembly,Lighting,Headlight Assembly,Mevotech,Mercedes-Benz,A-Class,2016,2021,274.65,37,25.6,Aluminum,36,"Premium Mevotech headlight assembly engineered for Mercedes-Benz A-Class models, offering reliable performance and a direct OEM fit."
P00328,Duralast Timing Belt,Engine,Timing Belt,Duralast,GMC,Acadia,2022,2026,254.52,124,25.9,Rubber,24,"Premium Duralast timing belt engineered for GMC Acadia models, offering reliable performance and a direct OEM fit."
P00329,Mahle Control Arm,Suspension,Control Arm,Mahle,Ford,Mustang,2017,2022,262.69,225,15.1,Steel,6,"Premium Mahle control arm engineered for Ford Mustang models, offering reliable performance and a direct OEM fit."
P00330,Dorman Hub Assembly,Wheels & Tires,Hub Assembly,Dorman,Mazda,CX-5,2008,2012,208.31,215,22.3,Rubber,60,"Premium Dorman hub assembly engineered for Mazda CX-5 models, offering reliable performance and a direct OEM fit."
P00331,Duralast Starter Motor,Electrical,Starter Motor,Duralast,Jeep,Compass,2020,2024,476.15,154,29.2,Rubber,6,This Duralast starter motor restores factory performance on Jeep Compass vehicles and installs with standard tools.
P00332,Anco Ignition Coil,Electrical,Ignition Coil,Anco,Volkswagen,Atlas,2021,2025,339.28,40,3.2,Steel,60,"Steel-constructed ignition coil by Anco, a popular upgrade choice for Volkswagen Atlas owners seeking improved reliability."
P00333,Wagner Transmission Filter,Transmission,Transmission Filter,Wagner,Mazda,Mazda3,2010,2013,545.49,63,1.8,Ceramic,0,"Heavy-duty transmission filter from Wagner, compatible with Mazda Mazda3; tested to meet or exceed OEM specifications."
P00334,Dorman Lug Nuts,Wheels & Tires,Lug Nuts,Dorman,Hyundai,Santa Fe,2016,2021,445.62,61,16.9,Aluminum,36,This Dorman lug nuts restores factory performance on Hyundai Santa Fe vehicles and installs with standard tools.
P00335,Continental Sway Bar Link,Suspension,Sway Bar Link,Continental,BMW,X3,2013,2016,489.07,176,4.3,Rubber,0,This Continental sway bar link restores factory performance on BMW X3 vehicles and installs with standard tools.
P00336,Continental Brake Rotors,Brakes,Brake Rotors,Continental,Dodge,Challenger,2021,2024,443.39,68,29.4,Ceramic,36,"Premium Continental brake rotors engineered for Dodge Challenger models, offering reliable performance and a direct OEM fit."
P00337,Centric Transmission Fluid,Filters & Fluids,Transmission Fluid,Centric,Mazda,Mazda6,2018,2021,522.34,57,11.6,Carbon Fiber Blend,12,"Heavy-duty transmission fluid from Centric, compatible with Mazda Mazda6; tested to meet or exceed OEM specifications."
P00338,NGK Torque Converter,Transmission,Torque Converter,NGK,Volkswagen,Tiguan,2011,2016,443.07,211,28.2,Rubber,36,"Premium NGK torque converter engineered for Volkswagen Tiguan models, offering reliable performance and a direct OEM fit."
P00339,Timken Brake Master Cylinder,Brakes,Brake Master Cylinder,Timken,GMC,Acadia,2016,2022,190.19,175,5.1,Carbon Fiber Blend,0,"Heavy-duty brake master cylinder from Timken, compatible with GMC Acadia; tested to meet or exceed OEM specifications."
P00340,Dorman Thermostat,Cooling,Thermostat,Dorman,Nissan,Maxima,2019,2023,105.09,195,11.0,Ceramic,0,"Ceramic-constructed thermostat by Dorman, a popular upgrade choice for Nissan Maxima owners seeking improved reliability."
P00341,Timken CV Axle,Transmission,CV Axle,Timken,Ford,Fusion,2008,2013,175.28,107,18.4,Rubber,60,"Premium Timken cv axle engineered for Ford Fusion models, offering reliable performance and a direct OEM fit."
P00342,KYB Cabin Air Filter,Interior,Cabin Air Filter,KYB,Hyundai,Kona,2019,2022,418.15,121,40.8,Semi-Metallic,60,"Heavy-duty cabin air filter from KYB, compatible with Hyundai Kona; tested to meet or exceed OEM specifications."
P00343,Monroe Door Handle,Body,Door Handle,Monroe,GMC,Terrain,2012,2014,91.0,66,32.7,Copper,36,"Monroe door handle designed as a direct replacement for GMC Terrain, built with Copper for extended durability."
P00344,SKF Power Steering Fluid,Filters & Fluids,Power Steering Fluid,SKF,Honda,Accord,2013,2016,278.51,227,15.1,Rubber,12,"Rubber-constructed power steering fluid by SKF, a popular upgrade choice for Honda Accord owners seeking improved reliability."
P00345,Motorcraft Cooling Fan,Cooling,Cooling Fan,Motorcraft,Volkswagen,Jetta,2021,2026,614.29,18,21.4,Carbon Fiber Blend,6,"Carbon Fiber Blend-constructed cooling fan by Motorcraft, a popular upgrade choice for Volkswagen Jetta owners seeking improved reliability."
P00346,Wagner Fuel Pump,Engine,Fuel Pump,Wagner,Nissan,Pathfinder,2008,2011,645.08,87,18.6,Cast Iron,36,This Wagner fuel pump restores factory performance on Nissan Pathfinder vehicles and installs with standard tools.
P00347,Mevotech Control Arm,Suspension,Control Arm,Mevotech,Ford,Edge,2009,2014,413.48,45,14.3,Composite,0,"Premium Mevotech control arm engineered for Ford Edge models, offering reliable performance and a direct OEM fit."
P00348,KYB Fog Light,Lighting,Fog Light,KYB,Dodge,Challenger,2017,2020,512.31,199,4.2,Copper,36,This KYB fog light restores factory performance on Dodge Challenger vehicles and installs with standard tools.
P00349,Mahle Coolant,Filters & Fluids,Coolant,Mahle,Kia,Sorento,2014,2016,351.14,187,17.0,Steel,0,"Heavy-duty coolant from Mahle, compatible with Kia Sorento; tested to meet or exceed OEM specifications."
P00350,Bosch Side Mirror,Body,Side Mirror,Bosch,Subaru,Outback,2018,2021,453.54,88,14.3,Ceramic,0,This Bosch side mirror restores factory performance on Subaru Outback vehicles and installs with standard tools.
P00351,Duralast Hood,Body,Hood,Duralast,Ford,F-150,2021,2023,616.96,116,32.8,Rubber,36,"Rubber-constructed hood by Duralast, a popular upgrade choice for Ford F-150 owners seeking improved reliability."
P00352,Timken Oxygen Sensor,Exhaust,Oxygen Sensor,Timken,Ford,Explorer,2022,2026,489.81,42,42.7,Composite,24,"Premium Timken oxygen sensor engineered for Ford Explorer models, offering reliable performance and a direct OEM fit."
P00353,Anco Starter Motor,Electrical,Starter Motor,Anco,Ford,Escape,2019,2021,332.46,31,16.7,Carbon Fiber Blend,60,"Premium Anco starter motor engineered for Ford Escape models, offering reliable performance and a direct OEM fit."
P00354,Delphi CV Axle,Transmission,CV Axle,Delphi,Mercedes-Benz,C-Class,2017,2019,427.93,5,2.5,Aluminum,0,This Delphi cv axle restores factory performance on Mercedes-Benz C-Class vehicles and installs with standard tools.
P00355,Motorcraft Turn Signal Lamp,Lighting,Turn Signal Lamp,Motorcraft,BMW,X3,2015,2018,454.61,161,0.7,Ceramic,24,"Premium Motorcraft turn signal lamp engineered for BMW X3 models, offering reliable performance and a direct OEM fit."
P00356,Dorman Motor Oil,Filters & Fluids,Motor Oil,Dorman,Mercedes-Benz,A-Class,2019,2022,541.44,26,23.2,Plastic (ABS),36,"Premium Dorman motor oil engineered for Mercedes-Benz A-Class models, offering reliable performance and a direct OEM fit."
P00357,Motorcraft Radiator,Cooling,Radiator,Motorcraft,Volkswagen,Passat,2017,2020,541.98,249,9.3,Rubber,60,This Motorcraft radiator restores factory performance on Volkswagen Passat vehicles and installs with standard tools.
P00358,ACDelco Water Pump,Cooling,Water Pump,ACDelco,BMW,X5,2022,2025,220.91,0,0.9,Copper,0,"Premium ACDelco water pump engineered for BMW X5 models, offering reliable performance and a direct OEM fit."
P00359,Moog Steering Wheel Cover,Interior,Steering Wheel Cover,Moog,Honda,HR-V,2016,2018,588.95,164,10.6,Aluminum,12,"Heavy-duty steering wheel cover from Moog, compatible with Honda HR-V; tested to meet or exceed OEM specifications."
P00360,Motorcraft Headlight Assembly,Lighting,Headlight Assembly,Motorcraft,GMC,Terrain,2021,2023,239.89,173,14.3,Rubber,60,"Premium Motorcraft headlight assembly engineered for GMC Terrain models, offering reliable performance and a direct OEM fit."
P00361,Bosch Spark Plugs,Engine,Spark Plugs,Bosch,GMC,Terrain,2018,2021,238.17,112,43.0,Composite,12,"Premium Bosch spark plugs engineered for GMC Terrain models, offering reliable performance and a direct OEM fit."
P00362,Monroe Exhaust Manifold,Exhaust,Exhaust Manifold,Monroe,Honda,Pilot,2014,2019,544.68,176,38.3,Rubber,24,"Monroe exhaust manifold designed as a direct replacement for Honda Pilot, built with Rubber for extended durability."
P00363,Mevotech Serpentine Belt,Engine,Serpentine Belt,Mevotech,Jeep,Wrangler,2021,2024,275.66,151,21.9,Aluminum,36,This Mevotech serpentine belt restores factory performance on Jeep Wrangler vehicles and installs with standard tools.
P00364,Mahle Coil Spring,Suspension,Coil Spring,Mahle,Dodge,Durango,2017,2019,318.64,124,5.3,Cast Iron,24,This Mahle coil spring restores factory performance on Dodge Durango vehicles and installs with standard tools.
P00365,Dorman Brake Pads,Brakes,Brake Pads,Dorman,Subaru,Impreza,2008,2014,472.93,57,44.0,Carbon Fiber Blend,60,"Heavy-duty brake pads from Dorman, compatible with Subaru Impreza; tested to meet or exceed OEM specifications."
P00366,Mevotech Hood,Body,Hood,Mevotech,Jeep,Renegade,2009,2014,317.91,169,30.5,Ceramic,24,"Mevotech hood designed as a direct replacement for Jeep Renegade, built with Ceramic for extended durability."
